R_Priority,Weights,Data weightage %,Severity of defects,Complexity,Time,Cost,Number of defects linked,Test_Case,Sprint,Execution Status
S,2,35,3,5,3,105,25,T-mis-141,Sprint 1,P
S,2,35,3,5,3,105,25,T-mis-141, Sprint 2,P
S,2,35,3,5,3,105,25,T-mis-141, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-142,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-142, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-142, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-143,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-143, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-143, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-144,Sprint 1,P
S,2,35,2,1,2.5,17.5,5,T-mis-144, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-144, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-145,Sprint 1,P
S,2,35,2,1,2.5,17.5,5,T-mis-145, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-145, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-146,Sprint 1,P
S,2,35,2,1,2.5,17.5,5,T-mis-146, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-146, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-147,Sprint 1,P
S,2,35,2,1,2.5,17.5,5,T-mis-147, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-147, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-148,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-148, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-148, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-149,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-149, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-149, Sprint 3,F
S,2,35,2,5,1,35,25,T-mis-150,Sprint 1,P
S,2,35,2,5,1,35,25,T-mis-150, Sprint 2,F
S,2,35,2,5,1,35,25,T-mis-150, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-151,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-151, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-151, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-152,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-152, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-152, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-153,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-153, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-153, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-154,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-154, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-154, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-155,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-155, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-155, Sprint 3,F
S,2,35,3,5,5,175,25,T-mis-156,Sprint 1,F
S,2,35,3,5,5,175,25,T-mis-156, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-156, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-157,Sprint 1,F
S,2,35,3,5,5,175,25,T-mis-157, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-157, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-158,Sprint 1,F
S,2,35,3,5,5,175,25,T-mis-158, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-158, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-159,Sprint 1,F
S,2,35,3,5,5,175,25,T-mis-159, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-159, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-160,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-160, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-160, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-161,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-161, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-161, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-162,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-162, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-162, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-163,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-163, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-163, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-164,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-164, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-164, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-165,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-165, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-165, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-166,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-166, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-166, Sprint 3,F
S,2,35,3,1,2,14,5,T-mis-167,Sprint 1,F
S,2,35,3,1,2,14,5,T-mis-167, Sprint 2,P
S,2,35,3,1,2,14,5,T-mis-167, Sprint 3,P
S,2,35,3,1,2,14,5,T-mis-168,Sprint 1,F
S,2,35,3,1,2,14,5,T-mis-168, Sprint 2,P
S,2,35,3,1,2,14,5,T-mis-168, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-169,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-169, Sprint 2,F
S,2,35,3,5,5,175,25,T-mis-169, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-170,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-170, Sprint 2,F
S,2,35,3,5,5,175,25,T-mis-170, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-171,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-171, Sprint 2,F
S,2,35,3,5,5,175,25,T-mis-171, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-172,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-172, Sprint 2,F
S,2,35,3,5,5,175,25,T-mis-172, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-173,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-173, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-173, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-174,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-174, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-174, Sprint 3,P
S,2,35,2,1,1.5,10.5,5,T-mis-175,Sprint 1,F
S,2,35,2,1,1.5,10.5,5,T-mis-175, Sprint 2,F
S,2,35,2,1,1.5,10.5,5,T-mis-175, Sprint 3,P
S,2,35,2,1,1.5,10.5,5,T-mis-176,Sprint 1,F
S,2,35,2,1,1.5,10.5,5,T-mis-176, Sprint 2,F
S,2,35,2,1,1.5,10.5,5,T-mis-176, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-177,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-177, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-177, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-178,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-178, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-178, Sprint 3,P
S,2,35,1,3,2,42,15,T-mis-179,Sprint 1,F
S,2,35,1,3,2,42,15,T-mis-179, Sprint 2,F
S,2,35,1,3,2,42,15,T-mis-179, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-180,Sprint 1,P
S,2,35,2,5,2.5,87.5,25,T-mis-180, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-180, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-181,Sprint 1,P
S,2,35,2,5,2.5,87.5,25,T-mis-181, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-181, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-182,Sprint 1,P
S,2,35,2,5,2.5,87.5,25,T-mis-182, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-182, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-183,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-183, Sprint 2,P
S,2,35,2,5,4,140,25,T-mis-183, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-184,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-184, Sprint 2,P
S,2,35,2,5,4,140,25,T-mis-184, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-185,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-185, Sprint 2,P
S,2,35,2,5,4,140,25,T-mis-185, Sprint 3,F
S,2,35,1,1,5,35,5,T-mis-186,Sprint 1,F
S,2,35,1,1,5,35,5,T-mis-186, Sprint 2,F
S,2,35,1,1,5,35,5,T-mis-186, Sprint 3,F
S,2,35,1,1,5,35,5,T-mis-187,Sprint 1,F
S,2,35,1,1,5,35,5,T-mis-187, Sprint 2,F
S,2,35,1,1,5,35,5,T-mis-187, Sprint 3,F
S,2,35,1,1,5,35,5,T-mis-188,Sprint 1,F
S,2,35,1,1,5,35,5,T-mis-188, Sprint 2,F
S,2,35,1,1,5,35,5,T-mis-188, Sprint 3,F
S,2,35,3,5,1.5,52.5,25,T-mis-189,Sprint 1,F
S,2,35,3,5,1.5,52.5,25,T-mis-189, Sprint 2,P
S,2,35,3,5,1.5,52.5,25,T-mis-189, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-190,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-190, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-190, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-191,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-191, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-191, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-192,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-192, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-192, Sprint 3,P
S,2,35,3,3,1,21,15,T-mis-193,Sprint 1,P
S,2,35,3,3,1,21,15,T-mis-193, Sprint 2,F
S,2,35,3,3,1,21,15,T-mis-193, Sprint 3,P
S,2,35,3,5,4,140,25,T-mis-194,Sprint 1,P
S,2,35,3,5,4,140,25,T-mis-194, Sprint 2,P
S,2,35,3,5,4,140,25,T-mis-194, Sprint 3,F
S,2,35,3,5,4,140,25,T-mis-195,Sprint 1,P
S,2,35,3,5,4,140,25,T-mis-195, Sprint 2,P
S,2,35,3,5,4,140,25,T-mis-195, Sprint 3,F
S,2,35,2,5,1.5,52.5,25,T-mis-196,Sprint 1,F
S,2,35,2,5,1.5,52.5,25,T-mis-196, Sprint 2,P
S,2,35,2,5,1.5,52.5,25,T-mis-196, Sprint 3,F
S,2,35,2,5,5,175,25,T-mis-197,Sprint 1,F
S,2,35,2,5,5,175,25,T-mis-197, Sprint 2,P
S,2,35,2,5,5,175,25,T-mis-197, Sprint 3,F
S,2,35,2,5,5,175,25,T-mis-198,Sprint 1,F
S,2,35,2,5,5,175,25,T-mis-198, Sprint 2,P
S,2,35,2,5,5,175,25,T-mis-198, Sprint 3,F
S,2,35,2,5,1,35,25,T-mis-199,Sprint 1,F
S,2,35,2,5,1,35,25,T-mis-199, Sprint 2,P
S,2,35,2,5,1,35,25,T-mis-199, Sprint 3,F
S,2,35,3,5,1.5,52.5,25,T-mis-200,Sprint 1,P
S,2,35,3,5,1.5,52.5,25,T-mis-200, Sprint 2,P
S,2,35,3,5,1.5,52.5,25,T-mis-200, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-201,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-201, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-201, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-202,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-202, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-202, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-203,Sprint 1,P
S,2,35,2,1,2.5,17.5,5,T-mis-203, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-203, Sprint 3,F
S,2,35,2,5,1,35,25,T-mis-204,Sprint 1,F
S,2,35,2,5,1,35,25,T-mis-204, Sprint 2,F
S,2,35,2,5,1,35,25,T-mis-204, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-205,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-205, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-205, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-206,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-206, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-206, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-207,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-207, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-207, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-208,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-208, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-208, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-209,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-209, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-209, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-210,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-210, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-210, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-211,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-211, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-211, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-212,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-212, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-212, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-213,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-213, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-213, Sprint 3,F
S,2,35,3,3,4,84,15,T-mis-214,Sprint 1,P
S,2,35,3,3,4,84,15,T-mis-214, Sprint 2,P
S,2,35,3,3,4,84,15,T-mis-214, Sprint 3,F
S,2,35,2,5,4.5,157.5,25,T-mis-215,Sprint 1,F
S,2,35,2,5,4.5,157.5,25,T-mis-215, Sprint 2,F
S,2,35,2,5,4.5,157.5,25,T-mis-215, Sprint 3,P
S,2,35,2,5,4.5,157.5,25,T-mis-216,Sprint 1,F
S,2,35,2,5,4.5,157.5,25,T-mis-216, Sprint 2,F
S,2,35,2,5,4.5,157.5,25,T-mis-216, Sprint 3,P
S,2,35,2,5,4.5,157.5,25,T-mis-217,Sprint 1,F
S,2,35,2,5,4.5,157.5,25,T-mis-217, Sprint 2,F
S,2,35,2,5,4.5,157.5,25,T-mis-217, Sprint 3,P
S,2,35,2,5,4.5,157.5,25,T-mis-218,Sprint 1,F
S,2,35,2,5,4.5,157.5,25,T-mis-218, Sprint 2,F
S,2,35,2,5,4.5,157.5,25,T-mis-218, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-219,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-219, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-219, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-220,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-220, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-220, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-221,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-221, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-221, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-222,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-222, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-222, Sprint 3,P
S,2,35,2,5,2,70,25,T-mis-223,Sprint 1,P
S,2,35,2,5,2,70,25,T-mis-223, Sprint 2,F
S,2,35,2,5,2,70,25,T-mis-223, Sprint 3,F
S,2,35,2,5,2,70,25,T-mis-224,Sprint 1,P
S,2,35,2,5,2,70,25,T-mis-224, Sprint 2,F
S,2,35,2,5,2,70,25,T-mis-224, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-225,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-225, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-225, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-226,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-226, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-226, Sprint 3,P
S,2,35,2,5,3,105,25,T-mis-227,Sprint 1,F
S,2,35,2,5,3,105,25,T-mis-227, Sprint 2,F
S,2,35,2,5,3,105,25,T-mis-227, Sprint 3,P
S,2,35,2,5,3,105,25,T-mis-228,Sprint 1,F
S,2,35,2,5,3,105,25,T-mis-228, Sprint 2,F
S,2,35,2,5,3,105,25,T-mis-228, Sprint 3,P
S,2,35,2,5,3,105,25,T-mis-229,Sprint 1,F
S,2,35,2,5,3,105,25,T-mis-229, Sprint 2,F
S,2,35,2,5,3,105,25,T-mis-229, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-230,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-230, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-230, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-231,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-231, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-231, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-232,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-232, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-232, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-233,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-233, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-233, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-234,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-234, Sprint 2,P
S,2,35,2,5,2.5,87.5,25,T-mis-234, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-235,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-235, Sprint 2,P
S,2,35,2,5,2.5,87.5,25,T-mis-235, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-236,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-236, Sprint 2,P
S,2,35,2,5,2.5,87.5,25,T-mis-236, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-237,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-237, Sprint 2,P
S,2,35,2,1,4,28,5,T-mis-237, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-238,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-238, Sprint 2,P
S,2,35,2,1,4,28,5,T-mis-238, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-239,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-239, Sprint 2,P
S,2,35,2,1,4,28,5,T-mis-239, Sprint 3,F
S,2,35,3,5,4.5,157.5,25,T-mis-240,Sprint 1,P
S,2,35,3,5,4.5,157.5,25,T-mis-240, Sprint 2,P
S,2,35,3,5,4.5,157.5,25,T-mis-240, Sprint 3,F
S,2,35,3,5,4.5,157.5,25,T-mis-241,Sprint 1,P
S,2,35,3,5,4.5,157.5,25,T-mis-241, Sprint 2,P
S,2,35,3,5,4.5,157.5,25,T-mis-241, Sprint 3,F
S,2,35,3,5,4.5,157.5,25,T-mis-242,Sprint 1,P
S,2,35,3,5,4.5,157.5,25,T-mis-242, Sprint 2,P
S,2,35,3,5,4.5,157.5,25,T-mis-242, Sprint 3,F
S,2,35,3,5,4.5,157.5,25,T-mis-243,Sprint 1,P
S,2,35,3,5,4.5,157.5,25,T-mis-243, Sprint 2,P
S,2,35,3,5,4.5,157.5,25,T-mis-243, Sprint 3,F
S,2,35,2,3,3,63,15,T-mis-244,Sprint 1,F
S,2,35,2,3,3,63,15,T-mis-244, Sprint 2,P
S,2,35,2,3,3,63,15,T-mis-244, Sprint 3,F
S,2,35,2,3,3,63,15,T-mis-245,Sprint 1,F
S,2,35,2,3,3,63,15,T-mis-245, Sprint 2,P
S,2,35,2,3,3,63,15,T-mis-245, Sprint 3,F
S,2,35,2,3,3,63,15,T-mis-246,Sprint 1,F
S,2,35,2,3,3,63,15,T-mis-246, Sprint 2,P
S,2,35,2,3,3,63,15,T-mis-246, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-247,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-247, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-247, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-248,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-248, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-248, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-249,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-249, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-249, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-250,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-250, Sprint 2,P
S,2,35,2,5,4,140,25,T-mis-250, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-251,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-251, Sprint 2,P
S,2,35,2,5,4,140,25,T-mis-251, Sprint 3,F
S,2,35,1,3,5,105,15,T-mis-252,Sprint 1,F
S,2,35,1,3,5,105,15,T-mis-252, Sprint 2,F
S,2,35,1,3,5,105,15,T-mis-252, Sprint 3,F
S,2,35,1,3,5,105,15,T-mis-253,Sprint 1,F
S,2,35,1,3,5,105,15,T-mis-253, Sprint 2,F
S,2,35,1,3,5,105,15,T-mis-253, Sprint 3,F
S,2,35,1,3,5,105,15,T-mis-254,Sprint 1,F
S,2,35,1,3,5,105,15,T-mis-254, Sprint 2,F
S,2,35,1,3,5,105,15,T-mis-254, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-255,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-255, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-255, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-256,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-256, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-256, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-257,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-257, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-257, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-258,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-258, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-258, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-259,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-259, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-259, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-260,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-260, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-260, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-261,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-261, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-261, Sprint 3,F
S,2,35,2,1,1.5,10.5,5,T-mis-262,Sprint 1,F
S,2,35,2,1,1.5,10.5,5,T-mis-262, Sprint 2,F
S,2,35,2,1,1.5,10.5,5,T-mis-262, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-263,Sprint 1,F
S,2,35,3,1,4,28,5,T-mis-263, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-263, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-264,Sprint 1,P
S,2,35,2,1,4,28,5,T-mis-264, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-264, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-265,Sprint 1,P
S,2,35,2,1,4,28,5,T-mis-265, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-265, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-266,Sprint 1,P
S,2,35,2,1,4,28,5,T-mis-266, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-266, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-267,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-267, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-267, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-268,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-268, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-268, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-269,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-269, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-269, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-270,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-270, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-270, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-271,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-271, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-271, Sprint 3,P
S,2,35,3,5,5,175,25,T-mis-272,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-272, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-272, Sprint 3,F
S,2,35,3,5,5,175,25,T-mis-273,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-273, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-273, Sprint 3,F
S,2,35,3,5,5,175,25,T-mis-274,Sprint 1,P
S,2,35,3,5,5,175,25,T-mis-274, Sprint 2,P
S,2,35,3,5,5,175,25,T-mis-274, Sprint 3,F
S,2,35,3,3,2.5,52.5,15,T-mis-275,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-275, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-275, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-276,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-276, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-276, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-277,Sprint 1,P
S,2,35,3,3,2.5,52.5,15,T-mis-277, Sprint 2,F
S,2,35,3,3,2.5,52.5,15,T-mis-277, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-278,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-278, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-278, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-279,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-279, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-279, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-280,Sprint 1,F
